year_month,total_accounts,date,twitter_data,office_type
2009-05,2,2009-05-01,combined,governor
2009-06,2,2009-06-01,combined,governor
2009-07,3,2009-07-01,combined,governor
2009-08,3,2009-08-01,combined,governor
2009-09,3,2009-09-01,combined,governor
2009-10,3,2009-10-01,combined,governor
2009-11,3,2009-11-01,combined,governor
2009-12,3,2009-12-01,combined,governor
2010-01,3,2010-01-01,combined,governor
2010-02,3,2010-02-01,combined,governor
2010-03,7,2010-03-01,combined,governor
2010-04,7,2010-04-01,combined,governor
2010-05,7,2010-05-01,combined,governor
2010-06,7,2010-06-01,combined,governor
2010-07,7,2010-07-01,combined,governor
2010-08,7,2010-08-01,combined,governor
2010-09,7,2010-09-01,combined,governor
2010-10,7,2010-10-01,combined,governor
2010-11,6,2010-11-01,combined,governor
2010-12,1,2010-12-01,combined,governor
2011-01,3,2011-01-01,combined,governor
2011-02,4,2011-02-01,combined,governor
2011-03,6,2011-03-01,combined,governor
2011-04,6,2011-04-01,combined,governor
2011-05,3,2011-05-01,combined,governor
2011-06,5,2011-06-01,combined,governor
2011-07,5,2011-07-01,combined,governor
2011-08,7,2011-08-01,combined,governor
2011-09,7,2011-09-01,combined,governor
2011-10,6,2011-10-01,combined,governor
2011-11,6,2011-11-01,combined,governor
2011-12,6,2011-12-01,combined,governor
2012-01,8,2012-01-01,combined,governor
2012-02,6,2012-02-01,combined,governor
2012-03,7,2012-03-01,combined,governor
2012-04,7,2012-04-01,combined,governor
2012-05,8,2012-05-01,combined,governor
2012-06,8,2012-06-01,combined,governor
2012-07,7,2012-07-01,combined,governor
2012-08,7,2012-08-01,combined,governor
2012-09,7,2012-09-01,combined,governor
2012-10,6,2012-10-01,combined,governor
2012-11,8,2012-11-01,combined,governor
2012-12,7,2012-12-01,combined,governor
2013-01,9,2013-01-01,combined,governor
2013-02,7,2013-02-01,combined,governor
2013-03,8,2013-03-01,combined,governor
2013-04,9,2013-04-01,combined,governor
2013-05,9,2013-05-01,combined,governor
2013-06,10,2013-06-01,combined,governor
2013-07,11,2013-07-01,combined,governor
2013-08,11,2013-08-01,combined,governor
2013-09,12,2013-09-01,combined,governor
2013-10,13,2013-10-01,combined,governor
2013-11,13,2013-11-01,combined,governor
2013-12,14,2013-12-01,combined,governor
2014-01,13,2014-01-01,combined,governor
2014-02,13,2014-02-01,combined,governor
2014-03,16,2014-03-01,combined,governor
2014-04,16,2014-04-01,combined,governor
2014-05,16,2014-05-01,combined,governor
2014-06,16,2014-06-01,combined,governor
2014-07,17,2014-07-01,combined,governor
2014-08,18,2014-08-01,combined,governor
2014-09,17,2014-09-01,combined,governor
2014-10,17,2014-10-01,combined,governor
2014-11,17,2014-11-01,combined,governor
2014-12,13,2014-12-01,combined,governor
2015-01,12,2015-01-01,combined,governor
2015-02,11,2015-02-01,combined,governor
2015-03,13,2015-03-01,combined,governor
2015-04,12,2015-04-01,combined,governor
2015-05,13,2015-05-01,combined,governor
2015-06,13,2015-06-01,combined,governor
2015-07,14,2015-07-01,combined,governor
2015-08,15,2015-08-01,combined,governor
2015-09,17,2015-09-01,combined,governor
2015-10,19,2015-10-01,combined,governor
2015-11,20,2015-11-01,combined,governor
2015-12,18,2015-12-01,combined,governor
2016-01,22,2016-01-01,combined,governor
2016-02,20,2016-02-01,combined,governor
2016-03,24,2016-03-01,combined,governor
2016-04,23,2016-04-01,combined,governor
2016-05,25,2016-05-01,combined,governor
2016-06,25,2016-06-01,combined,governor
2016-07,26,2016-07-01,combined,governor
2016-08,24,2016-08-01,combined,governor
2016-09,26,2016-09-01,combined,governor
2016-10,28,2016-10-01,combined,governor
2016-11,28,2016-11-01,combined,governor
2016-12,28,2016-12-01,combined,governor
2017-01,28,2017-01-01,combined,governor
2017-02,25,2017-02-01,combined,governor
2017-03,31,2017-03-01,combined,governor
2017-04,31,2017-04-01,combined,governor
2017-05,31,2017-05-01,combined,governor
2017-06,32,2017-06-01,combined,governor
2017-07,33,2017-07-01,combined,governor
2017-08,34,2017-08-01,combined,governor
2017-09,35,2017-09-01,combined,governor
2017-10,33,2017-10-01,combined,governor
2017-11,35,2017-11-01,combined,governor
2017-12,34,2017-12-01,combined,governor
2018-01,37,2018-01-01,combined,governor
2018-02,36,2018-02-01,combined,governor
2018-03,41,2018-03-01,combined,governor
2018-04,42,2018-04-01,combined,governor
2018-05,43,2018-05-01,combined,governor
2018-06,48,2018-06-01,combined,governor
2018-07,46,2018-07-01,combined,governor
2018-08,48,2018-08-01,combined,governor
2018-09,46,2018-09-01,combined,governor
2018-10,49,2018-10-01,combined,governor
2018-11,50,2018-11-01,combined,governor
2018-12,40,2018-12-01,combined,governor
2019-01,42,2019-01-01,combined,governor
2019-02,35,2019-02-01,combined,governor
2019-03,42,2019-03-01,combined,governor
2019-04,45,2019-04-01,combined,governor
2019-05,43,2019-05-01,combined,governor
2019-06,46,2019-06-01,combined,governor
2019-07,49,2019-07-01,combined,governor
2019-08,49,2019-08-01,combined,governor
2019-09,49,2019-09-01,combined,governor
2019-10,50,2019-10-01,combined,governor
2019-11,52,2019-11-01,combined,governor
2019-12,49,2019-12-01,combined,governor
2020-01,49,2020-01-01,combined,governor
2020-02,50,2020-02-01,combined,governor
2020-03,50,2020-03-01,combined,governor
2020-04,54,2020-04-01,combined,governor
2020-05,55,2020-05-01,combined,governor
2020-06,52,2020-06-01,combined,governor
2020-07,54,2020-07-01,combined,governor
2020-08,55,2020-08-01,combined,governor
2020-09,54,2020-09-01,combined,governor
2020-10,55,2020-10-01,combined,governor
2020-11,56,2020-11-01,combined,governor
2020-12,58,2020-12-01,combined,governor
2021-01,59,2021-01-01,combined,governor
2021-02,56,2021-02-01,combined,governor
2021-03,61,2021-03-01,combined,governor
2021-04,62,2021-04-01,combined,governor
2021-05,63,2021-05-01,combined,governor
2021-06,63,2021-06-01,combined,governor
2021-07,63,2021-07-01,combined,governor
2021-08,68,2021-08-01,combined,governor
2021-09,71,2021-09-01,combined,governor
2021-10,72,2021-10-01,combined,governor
2021-11,71,2021-11-01,combined,governor
2021-12,70,2021-12-01,combined,governor
2022-01,73,2022-01-01,combined,governor
2022-02,70,2022-02-01,combined,governor
2022-03,70,2022-03-01,combined,governor
2022-04,70,2022-04-01,combined,governor
2022-05,70,2022-05-01,combined,governor
2022-06,70,2022-06-01,combined,governor
2022-07,70,2022-07-01,combined,governor
2022-08,69,2022-08-01,combined,governor
2022-09,69,2022-09-01,combined,governor
2022-10,70,2022-10-01,combined,governor
2022-11,68,2022-11-01,combined,governor
2022-12,66,2022-12-01,combined,governor
2023-01,63,2023-01-01,combined,governor
2023-02,61,2023-02-01,combined,governor
2023-03,62,2023-03-01,combined,governor
2009-03,1,2009-03-01,all,governor
2009-04,2,2009-04-01,all,governor
2009-05,2,2009-05-01,all,governor
2009-06,2,2009-06-01,all,governor
2009-07,3,2009-07-01,all,governor
2009-08,3,2009-08-01,all,governor
2009-09,3,2009-09-01,all,governor
2009-10,3,2009-10-01,all,governor
2009-11,3,2009-11-01,all,governor
2009-12,3,2009-12-01,all,governor
2010-01,3,2010-01-01,all,governor
2010-02,4,2010-02-01,all,governor
2010-03,8,2010-03-01,all,governor
2010-04,8,2010-04-01,all,governor
2010-05,8,2010-05-01,all,governor
2010-06,8,2010-06-01,all,governor
2010-07,8,2010-07-01,all,governor
2010-08,8,2010-08-01,all,governor
2010-09,8,2010-09-01,all,governor
2010-10,8,2010-10-01,all,governor
2010-11,8,2010-11-01,all,governor
2010-12,3,2010-12-01,all,governor
2011-01,4,2011-01-01,all,governor
2011-02,5,2011-02-01,all,governor
2011-03,6,2011-03-01,all,governor
2011-04,6,2011-04-01,all,governor
2011-05,3,2011-05-01,all,governor
2011-06,6,2011-06-01,all,governor
2011-07,5,2011-07-01,all,governor
2011-08,7,2011-08-01,all,governor
2011-09,7,2011-09-01,all,governor
2011-10,6,2011-10-01,all,governor
2011-11,7,2011-11-01,all,governor
2011-12,6,2011-12-01,all,governor
2012-01,8,2012-01-01,all,governor
2012-02,8,2012-02-01,all,governor
2012-03,7,2012-03-01,all,governor
2012-04,7,2012-04-01,all,governor
2012-05,8,2012-05-01,all,governor
2012-06,8,2012-06-01,all,governor
2012-07,7,2012-07-01,all,governor
2012-08,7,2012-08-01,all,governor
2012-09,7,2012-09-01,all,governor
2012-10,6,2012-10-01,all,governor
2012-11,8,2012-11-01,all,governor
2012-12,7,2012-12-01,all,governor
2013-01,9,2013-01-01,all,governor
2013-02,8,2013-02-01,all,governor
2013-03,9,2013-03-01,all,governor
2013-04,9,2013-04-01,all,governor
2013-05,9,2013-05-01,all,governor
2013-06,10,2013-06-01,all,governor
2013-07,11,2013-07-01,all,governor
2013-08,11,2013-08-01,all,governor
2013-09,12,2013-09-01,all,governor
2013-10,13,2013-10-01,all,governor
2013-11,13,2013-11-01,all,governor
2013-12,15,2013-12-01,all,governor
2014-01,14,2014-01-01,all,governor
2014-02,16,2014-02-01,all,governor
2014-03,18,2014-03-01,all,governor
2014-04,17,2014-04-01,all,governor
2014-05,17,2014-05-01,all,governor
2014-06,18,2014-06-01,all,governor
2014-07,18,2014-07-01,all,governor
2014-08,19,2014-08-01,all,governor
2014-09,18,2014-09-01,all,governor
2014-10,18,2014-10-01,all,governor
2014-11,18,2014-11-01,all,governor
2014-12,14,2014-12-01,all,governor
2015-01,13,2015-01-01,all,governor
2015-02,13,2015-02-01,all,governor
2015-03,14,2015-03-01,all,governor
2015-04,14,2015-04-01,all,governor
2015-05,15,2015-05-01,all,governor
2015-06,14,2015-06-01,all,governor
2015-07,16,2015-07-01,all,governor
2015-08,16,2015-08-01,all,governor
2015-09,18,2015-09-01,all,governor
2015-10,20,2015-10-01,all,governor
2015-11,22,2015-11-01,all,governor
2015-12,20,2015-12-01,all,governor
2016-01,23,2016-01-01,all,governor
2016-02,23,2016-02-01,all,governor
2016-03,25,2016-03-01,all,governor
2016-04,24,2016-04-01,all,governor
2016-05,27,2016-05-01,all,governor
2016-06,27,2016-06-01,all,governor
2016-07,28,2016-07-01,all,governor
2016-08,27,2016-08-01,all,governor
2016-09,28,2016-09-01,all,governor
2016-10,31,2016-10-01,all,governor
2016-11,30,2016-11-01,all,governor
2016-12,29,2016-12-01,all,governor
2017-01,31,2017-01-01,all,governor
2017-02,31,2017-02-01,all,governor
2017-03,32,2017-03-01,all,governor
2017-04,34,2017-04-01,all,governor
2017-05,34,2017-05-01,all,governor
2017-06,37,2017-06-01,all,governor
2017-07,38,2017-07-01,all,governor
2017-08,39,2017-08-01,all,governor
2017-09,40,2017-09-01,all,governor
2017-10,39,2017-10-01,all,governor
2017-11,39,2017-11-01,all,governor
2017-12,39,2017-12-01,all,governor
2018-01,40,2018-01-01,all,governor
2018-02,43,2018-02-01,all,governor
2018-03,46,2018-03-01,all,governor
2018-04,49,2018-04-01,all,governor
2018-05,49,2018-05-01,all,governor
2018-06,55,2018-06-01,all,governor
2018-07,53,2018-07-01,all,governor
2018-08,56,2018-08-01,all,governor
2018-09,55,2018-09-01,all,governor
2018-10,57,2018-10-01,all,governor
2018-11,58,2018-11-01,all,governor
2018-12,49,2018-12-01,all,governor
2019-01,52,2019-01-01,all,governor
2019-02,43,2019-02-01,all,governor
2019-03,48,2019-03-01,all,governor
2019-04,50,2019-04-01,all,governor
2019-05,49,2019-05-01,all,governor
2019-06,52,2019-06-01,all,governor
2019-07,56,2019-07-01,all,governor
2019-08,56,2019-08-01,all,governor
2019-09,57,2019-09-01,all,governor
2019-10,57,2019-10-01,all,governor
2019-11,62,2019-11-01,all,governor
2019-12,58,2019-12-01,all,governor
2020-01,59,2020-01-01,all,governor
2020-02,59,2020-02-01,all,governor
2020-03,61,2020-03-01,all,governor
2020-04,70,2020-04-01,all,governor
2020-05,71,2020-05-01,all,governor
2020-06,69,2020-06-01,all,governor
2020-07,71,2020-07-01,all,governor
2020-08,74,2020-08-01,all,governor
2020-09,74,2020-09-01,all,governor
2020-10,79,2020-10-01,all,governor
2020-11,82,2020-11-01,all,governor
2020-12,79,2020-12-01,all,governor
2021-01,85,2021-01-01,all,governor
2021-02,81,2021-02-01,all,governor
2021-03,86,2021-03-01,all,governor
2021-04,86,2021-04-01,all,governor
2021-05,86,2021-05-01,all,governor
2021-06,86,2021-06-01,all,governor
2021-07,87,2021-07-01,all,governor
2021-08,93,2021-08-01,all,governor
2021-09,96,2021-09-01,all,governor
2021-10,101,2021-10-01,all,governor
2021-11,98,2021-11-01,all,governor
2021-12,99,2021-12-01,all,governor
2022-01,103,2022-01-01,all,governor
2022-02,104,2022-02-01,all,governor
2022-03,102,2022-03-01,all,governor
2022-04,103,2022-04-01,all,governor
2022-05,107,2022-05-01,all,governor
2022-06,106,2022-06-01,all,governor
2022-07,104,2022-07-01,all,governor
2022-08,106,2022-08-01,all,governor
2022-09,106,2022-09-01,all,governor
2022-10,107,2022-10-01,all,governor
2022-11,107,2022-11-01,all,governor
2022-12,96,2022-12-01,all,governor
2023-01,101,2023-01-01,all,governor
2023-02,94,2023-02-01,all,governor
2023-03,93,2023-03-01,all,governor
